Part, Rownumber, Seat, Error, Easy
37, 122, 4, false, hard
37, 123, 0, , hard
37, 124, 1, , hard
37, 125, 2, , hard
37, 126, 3, , hard
37, 127, 4, false, hard
37, 128, 0, , hard
37, 129, 1, , hard
37, 130, 2, , hard
37, 131, 3, , hard
37, 132, 4, false, hard
37, 133, 0, , hard
37, 134, 1, , hard
37, 135, 2, , hard
37, 136, 3, , hard
37, 137, 4, false, hard
37, 138, 0, , hard
37, 139, 1, , hard
37, 140, 2, , hard
37, 141, 3, , hard
37, 142, 4, false, hard
37, 143, 0, , hard
37, 144, 1, , hard
37, 145, 2, , hard
37, 146, 3, , hard
37, 147, 4, false, hard
37, 148, 0, , hard
37, 149, 1, , hard
37, 150, 2, , hard
37, 151, 3, , hard
37, 152, 4, false, hard
37, 153, 0, , hard
37, 154, 1, , hard
37, 155, 2, , hard
37, 156, 3, , hard
37, 157, 4, false, hard
37, 158, 0, , hard
37, 159, 1, , hard
37, 160, 2, , hard
37, 161, 3, , hard
37, 162, 4, false, hard
37, 163, 0, , hard
37, 164, 1, , hard
37, 165, 2, , hard
37, 166, 3, , hard
37, 167, 4, false, hard
37, 168, 0, , hard
37, 169, 1, , hard
37, 170, 2, , hard
37, 171, 3, , hard
37, 172, 4, false, hard
37, 173, 0, , hard
37, 174, 1, , hard
37, 175, 2, , hard
37, 176, 3, , hard
37, 177, 4, false, hard
38, 203, 0, , easy
38, 204, 1, , easy
38, 205, 2, , easy
38, 206, 3, , easy
38, 207, 4, true, easy
38, 208, 0, , easy
38, 209, 1, , easy
38, 210, 2, , easy
38, 211, 3, , easy
38, 212, 4, true, easy
38, 213, 0, , easy
38, 214, 1, , easy
38, 215, 2, , easy
38, 216, 3, , easy
38, 217, 4, true, easy
38, 218, 0, , easy
38, 219, 1, , easy
38, 220, 2, , easy
38, 221, 3, , easy
38, 222, 4, true, easy
38, 223, 0, , easy
38, 224, 1, , easy
38, 225, 2, , easy
38, 226, 3, , easy
38, 227, 4, true, easy
38, 228, 0, , easy
38, 229, 1, , easy
38, 230, 2, , easy
38, 231, 3, , easy
38, 232, 4, true, easy
38, 233, 0, , easy
38, 234, 1, , easy
38, 235, 2, , easy
38, 236, 3, , easy
38, 237, 4, true, easy
38, 238, 0, , easy
38, 239, 1, , easy
38, 240, 2, , easy
38, 241, 3, , easy
38, 242, 4, false, easy
38, 243, 0, , easy
38, 244, 1, , easy
38, 245, 2, , easy
38, 246, 3, , easy
38, 247, 4, false, easy
38, 248, 0, , easy
38, 249, 1, , easy
38, 250, 2, , easy
38, 251, 3, , easy
38, 252, 4, false, easy
38, 253, 0, , easy
38, 254, 1, , easy
38, 255, 2, , easy
38, 256, 3, , easy
38, 257, 4, false, easy
38, 258, 0, , easy
38, 259, 1, , easy
38, 260, 2, , easy
38, 261, 3, , easy
38, 262, 4, false, easy
38, 263, 0, , easy
38, 264, 1, , easy
38, 265, 2, , easy
38, 266, 3, , easy
38, 267, 4, true, easy
38, 268, 0, , easy
38, 269, 1, , easy
38, 270, 2, , easy
38, 271, 3, , easy
38, 272, 4, true, easy
38, 273, 0, , easy
38, 274, 1, , easy
38, 275, 2, , easy
38, 276, 3, , easy
38, 277, 4, true, easy
38, 278, 0, , hard
38, 279, 1, , hard
38, 280, 2, , hard
38, 281, 3, , hard
38, 282, 4, false, hard
38, 283, 0, , hard
38, 284, 1, , hard
38, 285, 2, , hard
38, 286, 3, , hard
38, 287, 4, false, hard
38, 288, 0, , hard
38, 289, 1, , hard
38, 290, 2, , hard
38, 291, 3, , hard
38, 292, 4, false, hard
38, 293, 0, , hard
38, 294, 1, , hard
38, 295, 2, , hard
38, 296, 3, , hard
38, 297, 4, false, hard
38, 298, 0, , hard
38, 299, 1, , hard
38, 300, 2, , hard
38, 301, 3, , hard
38, 302, 4, false, hard
38, 303, 0, , hard
38, 304, 1, , hard
38, 305, 2, , hard
38, 306, 3, , hard
38, 307, 4, false, hard
38, 308, 0, , hard
38, 309, 1, , hard
38, 310, 2, , hard
38, 311, 3, , hard
38, 312, 4, false, hard
38, 313, 0, , hard
38, 314, 1, , hard
38, 315, 2, , hard
38, 316, 3, , hard
38, 317, 4, false, hard
38, 318, 0, , hard
38, 319, 1, , hard
38, 320, 2, , hard
38, 321, 3, , hard
38, 322, 4, false, hard
38, 323, 0, , hard
38, 324, 1, , hard
38, 325, 2, , hard
38, 326, 3, , hard
38, 327, 4, false, hard
38, 328, 0, , hard
38, 329, 1, , hard
38, 330, 2, , hard
38, 331, 3, , hard
38, 332, 4, false, hard
38, 333, 0, , hard
38, 334, 1, , hard
38, 335, 2, , hard
38, 336, 3, , hard
38, 337, 4, false, hard
38, 338, 0, , hard
38, 339, 1, , hard
38, 340, 2, , hard
38, 341, 3, , hard
38, 342, 4, false, hard
38, 343, 0, , hard
38, 344, 1, , hard
38, 345, 2, , hard
38, 346, 3, , hard
38, 347, 4, false, hard
38, 348, 0, , hard
38, 349, 1, , hard
38, 350, 2, , hard
38, 351, 3, , hard
38, 352, 4, false, hard
39, 28, 0, , easy
39, 29, 1, , easy
39, 30, 2, , easy
39, 31, 3, , easy
39, 32, 4, false, easy
39, 33, 0, , easy
39, 34, 1, , easy
39, 35, 2, , easy
39, 36, 3, , easy
39, 37, 4, false, easy
39, 38, 0, , easy
39, 39, 1, , easy
39, 40, 2, , easy
39, 41, 3, , easy
39, 42, 4, false, easy
39, 43, 0, , easy
39, 44, 1, , easy
39, 45, 2, , easy
39, 46, 3, , easy
39, 47, 4, true, easy
39, 48, 0, , easy
39, 49, 1, , easy
39, 50, 2, , easy
39, 51, 3, , easy
39, 52, 4, false, easy
39, 53, 0, , easy
39, 54, 1, , easy
39, 55, 2, , easy
39, 56, 3, , easy
39, 57, 4, true, easy
39, 58, 0, , easy
39, 59, 1, , easy
39, 60, 2, , easy
39, 61, 3, , easy
39, 62, 4, false, easy
39, 63, 0, , easy
39, 64, 1, , easy
39, 65, 2, , easy
39, 66, 3, , easy
39, 67, 4, true, easy
39, 68, 0, , easy
39, 69, 1, , easy
39, 70, 2, , easy
39, 71, 3, , easy
39, 72, 4, false, easy
39, 73, 0, , easy
39, 74, 1, , easy
39, 75, 2, , easy
39, 76, 3, , easy
39, 77, 4, false, easy
39, 78, 0, , easy
39, 79, 1, , easy
39, 80, 2, , easy
39, 81, 3, , easy
39, 82, 4, false, easy
39, 83, 0, , easy
39, 84, 1, , easy
39, 85, 2, , easy
39, 86, 3, , easy
39, 87, 4, false, easy
39, 88, 0, , easy
39, 89, 1, , easy
39, 90, 2, , easy
39, 91, 3, , easy
39, 92, 4, false, easy
39, 93, 0, , easy
39, 94, 1, , easy
39, 95, 2, , easy
39, 96, 3, , easy
39, 97, 4, true, easy
39, 98, 0, , easy
39, 99, 1, , easy
39, 100, 2, , easy
39, 101, 3, , easy
39, 102, 4, true, easy
39, 103, 0, , hard
39, 104, 1, , hard
39, 105, 2, , hard
39, 106, 3, , hard
39, 107, 4, false, hard
39, 108, 0, , hard
39, 109, 1, , hard
39, 110, 2, , hard
39, 111, 3, , hard
39, 112, 4, false, hard
39, 113, 0, , hard
39, 114, 1, , hard
39, 115, 2, , hard
39, 116, 3, , hard
39, 117, 4, false, hard
39, 118, 0, , hard
39, 119, 1, , hard
39, 120, 2, , hard
39, 121, 3, , hard
39, 122, 4, false, hard
39, 123, 0, , hard
39, 124, 1, , hard
39, 125, 2, , hard
39, 126, 3, , hard
39, 127, 4, false, hard
39, 128, 0, , hard
39, 129, 1, , hard
39, 130, 2, , hard
39, 131, 3, , hard
39, 132, 4, false, hard
39, 133, 0, , hard
39, 134, 1, , hard
39, 135, 2, , hard
39, 136, 3, , hard
39, 137, 4, false, hard
39, 138, 0, , hard
39, 139, 1, , hard
39, 140, 2, , hard
39, 141, 3, , hard
39, 142, 4, false, hard
39, 143, 0, , hard
39, 144, 1, , hard
39, 145, 2, , hard
39, 146, 3, , hard
39, 147, 4, false, hard
39, 148, 0, , hard
39, 149, 1, , hard
39, 150, 2, , hard
39, 151, 3, , hard
39, 152, 4, false, hard
39, 153, 0, , hard
39, 154, 1, , hard
39, 155, 2, , hard
39, 156, 3, , hard
39, 157, 4, false, hard
39, 158, 0, , hard
39, 159, 1, , hard
39, 160, 2, , hard
39, 161, 3, , hard
39, 162, 4, false, hard
39, 163, 0, , hard
39, 164, 1, , hard
39, 165, 2, , hard
39, 166, 3, , hard
39, 167, 4, false, hard
39, 168, 0, , hard
39, 169, 1, , hard
39, 170, 2, , hard
39, 171, 3, , hard
39, 172, 4, false, hard
39, 173, 0, , hard
39, 174, 1, , hard
39, 175, 2, , hard
39, 176, 3, , hard
39, 177, 4, false, hard
40, 203, 0, , easy
40, 204, 1, , easy
40, 205, 2, , easy
40, 206, 3, , easy
40, 207, 4, false, easy
40, 208, 0, , easy
40, 209, 1, , easy
40, 210, 2, , easy
40, 211, 3, , easy
40, 212, 4, true, easy
40, 213, 0, , easy
40, 214, 1, , easy
40, 215, 2, , easy
40, 216, 3, , easy
40, 217, 4, false, easy
40, 218, 0, , easy
40, 219, 1, , easy
40, 220, 2, , easy
40, 221, 3, , easy
40, 222, 4, false, easy
40, 223, 0, , easy
40, 224, 1, , easy
40, 225, 2, , easy
40, 226, 3, , easy
40, 227, 4, true, easy
40, 228, 0, , easy
40, 229, 1, , easy
40, 230, 2, , easy
40, 231, 3, , easy
40, 232, 4, true, easy
40, 233, 0, , easy
40, 234, 1, , easy
40, 235, 2, , easy
40, 236, 3, , easy
40, 237, 4, false, easy
40, 238, 0, , easy
40, 239, 1, , easy
40, 240, 2, , easy
40, 241, 3, , easy
40, 242, 4, true, easy
40, 243, 0, , easy
40, 244, 1, , easy
40, 245, 2, , easy
40, 246, 3, , easy
40, 247, 4, false, easy
40, 248, 0, , easy
40, 249, 1, , easy
40, 250, 2, , easy
40, 251, 3, , easy
40, 252, 4, false, easy
40, 253, 0, , easy
40, 254, 1, , easy
40, 255, 2, , easy
40, 256, 3, , easy
40, 257, 4, false, easy
40, 258, 0, , easy
40, 259, 1, , easy
40, 260, 2, , easy
40, 261, 3, , easy
40, 262, 4, false, easy
40, 263, 0, , easy
40, 264, 1, , easy
40, 265, 2, , easy
40, 266, 3, , easy
40, 267, 4, false, easy
40, 268, 0, , easy
40, 269, 1, , easy
40, 270, 2, , easy
40, 271, 3, , easy
40, 272, 4, false, easy
40, 273, 0, , easy
40, 274, 1, , easy
40, 275, 2, , easy
40, 276, 3, , easy
40, 277, 4, false, easy
40, 278, 0, , hard
40, 279, 1, , hard
40, 280, 2, , hard
40, 281, 3, , hard
40, 282, 4, false, hard
40, 283, 0, , hard
40, 284, 1, , hard
40, 285, 2, , hard
40, 286, 3, , hard
40, 287, 4, false, hard
40, 288, 0, , hard
40, 289, 1, , hard
40, 290, 2, , hard
40, 291, 3, , hard
40, 292, 4, false, hard
40, 293, 0, , hard
40, 294, 1, , hard
40, 295, 2, , hard
40, 296, 3, , hard
40, 297, 4, false, hard
40, 298, 0, , hard
40, 299, 1, , hard
40, 300, 2, , hard
40, 301, 3, , hard
40, 302, 4, false, hard
40, 303, 0, , hard
40, 304, 1, , hard
40, 305, 2, , hard
40, 306, 3, , hard
40, 307, 4, false, hard
40, 308, 0, , hard
40, 309, 1, , hard
40, 310, 2, , hard
40, 311, 3, , hard
40, 312, 4, false, hard
40, 313, 0, , hard
40, 314, 1, , hard
40, 315, 2, , hard
40, 316, 3, , hard
40, 317, 4, false, hard
40, 318, 0, , hard
40, 319, 1, , hard
40, 320, 2, , hard
40, 321, 3, , hard
40, 322, 4, false, hard
40, 323, 0, , hard
40, 324, 1, , hard
40, 325, 2, , hard
40, 326, 3, , hard
40, 327, 4, false, hard
40, 328, 0, , hard
40, 329, 1, , hard
40, 330, 2, , hard
40, 331, 3, , hard
40, 332, 4, false, hard
40, 333, 0, , hard
40, 334, 1, , hard
40, 335, 2, , hard
40, 336, 3, , hard
40, 337, 4, false, hard
40, 338, 0, , hard
40, 339, 1, , hard
40, 340, 2, , hard
40, 341, 3, , hard
40, 342, 4, false, hard
40, 343, 0, , hard
40, 344, 1, , hard
40, 345, 2, , hard
40, 346, 3, , hard
40, 347, 4, false, hard
40, 348, 0, , hard
40, 349, 1, , hard
40, 350, 2, , hard
40, 351, 3, , hard
40, 352, 4, false, hard
41, 28, 0, , easy
41, 29, 1, , easy
41, 30, 2, , easy
41, 31, 3, , easy
41, 32, 4, true, easy
41, 33, 0, , easy
41, 34, 1, , easy
41, 35, 2, , easy
41, 36, 3, , easy
41, 37, 4, true, easy
41, 38, 0, , easy
41, 39, 1, , easy
41, 40, 2, , easy
41, 41, 3, , easy
41, 42, 4, true, easy
41, 43, 0, , easy
41, 44, 1, , easy
41, 45, 2, , easy
41, 46, 3, , easy
41, 47, 4, false, easy
41, 48, 0, , easy
41, 49, 1, , easy
41, 50, 2, , easy
41, 51, 3, , easy
41, 52, 4, false, easy
41, 53, 0, , easy
41, 54, 1, , easy
41, 55, 2, , easy
41, 56, 3, , easy
41, 57, 4, true, easy
41, 58, 0, , easy
41, 59, 1, , easy
41, 60, 2, , easy
41, 61, 3, , easy
41, 62, 4, true, easy
41, 63, 0, , easy
41, 64, 1, , easy
41, 65, 2, , easy
41, 66, 3, , easy
41, 67, 4, true, easy
41, 68, 0, , easy
41, 69, 1, , easy
41, 70, 2, , easy
41, 71, 3, , easy
41, 72, 4, false, easy
41, 73, 0, , easy
41, 74, 1, , easy
41, 75, 2, , easy
41, 76, 3, , easy
41, 77, 4, true, easy
41, 78, 0, , easy
41, 79, 1, , easy
41, 80, 2, , easy
41, 81, 3, , easy
41, 82, 4, true, easy
41, 83, 0, , easy
41, 84, 1, , easy
41, 85, 2, , easy
41, 86, 3, , easy
41, 87, 4, false, easy
41, 88, 0, , easy
41, 89, 1, , easy
41, 90, 2, , easy
41, 91, 3, , easy
41, 92, 4, false, easy
41, 93, 0, , easy
41, 94, 1, , easy
41, 95, 2, , easy
41, 96, 3, , easy
41, 97, 4, true, easy
41, 98, 0, , easy
41, 99, 1, , easy
41, 100, 2, , easy
41, 101, 3, , easy
41, 102, 4, false, easy
41, 103, 0, , hard
41, 104, 1, , hard
41, 105, 2, , hard
41, 106, 3, , hard
41, 107, 4, false, hard
41, 108, 0, , hard
41, 109, 1, , hard
41, 110, 2, , hard
41, 111, 3, , hard
41, 112, 4, false, hard
41, 113, 0, , hard
41, 114, 1, , hard
41, 115, 2, , hard
41, 116, 3, , hard
41, 117, 4, false, hard
41, 118, 0, , hard
41, 119, 1, , hard
41, 120, 2, , hard
41, 121, 3, , hard
41, 122, 4, false, hard
41, 123, 0, , hard
41, 124, 1, , hard
41, 125, 2, , hard
41, 126, 3, , hard
41, 127, 4, false, hard
41, 128, 0, , hard
41, 129, 1, , hard
41, 130, 2, , hard
41, 131, 3, , hard
41, 132, 4, false, hard
41, 133, 0, , hard
41, 134, 1, , hard
41, 135, 2, , hard
41, 136, 3, , hard
41, 137, 4, false, hard
41, 138, 0, , hard
41, 139, 1, , hard
41, 140, 2, , hard
41, 141, 3, , hard
41, 142, 4, false, hard
41, 143, 0, , hard
41, 144, 1, , hard
41, 145, 2, , hard
41, 146, 3, , hard
41, 147, 4, false, hard
41, 148, 0, , hard
41, 149, 1, , hard
41, 150, 2, , hard
41, 151, 3, , hard
41, 152, 4, true, hard
41, 153, 0, , hard
41, 154, 1, , hard
41, 155, 2, , hard
41, 156, 3, , hard
41, 157, 4, false, hard
41, 158, 0, , hard
41, 159, 1, , hard
41, 160, 2, , hard
41, 161, 3, , hard
41, 162, 4, false, hard
41, 163, 0, , hard
41, 164, 1, , hard
41, 165, 2, , hard
41, 166, 3, , hard
41, 167, 4, false, hard
41, 168, 0, , hard
41, 169, 1, , hard
41, 170, 2, , hard
41, 171, 3, , hard
41, 172, 4, false, hard
41, 173, 0, , hard
41, 174, 1, , hard
41, 175, 2, , hard
41, 176, 3, , hard
41, 177, 4, false, hard
42, 203, 0, , easy
42, 204, 1, , easy
42, 205, 2, , easy
42, 206, 3, , easy
42, 207, 4, false, easy
42, 208, 0, , easy
42, 209, 1, , easy
42, 210, 2, , easy
42, 211, 3, , easy
42, 212, 4, false, easy
42, 213, 0, , easy
42, 214, 1, , easy
42, 215, 2, , easy
42, 216, 3, , easy
42, 217, 4, false, easy
42, 218, 0, , easy
42, 219, 1, , easy
42, 220, 2, , easy
42, 221, 3, , easy
42, 222, 4, true, easy
42, 223, 0, , easy
42, 224, 1, , easy
42, 225, 2, , easy
42, 226, 3, , easy
42, 227, 4, false, easy
42, 228, 0, , easy
42, 229, 1, , easy
42, 230, 2, , easy
42, 231, 3, , easy
42, 232, 4, true, easy
42, 233, 0, , easy
42, 234, 1, , easy
42, 235, 2, , easy
42, 236, 3, , easy
42, 237, 4, false, easy
42, 238, 0, , easy
42, 239, 1, , easy
42, 240, 2, , easy
42, 241, 3, , easy
42, 242, 4, false, easy
42, 243, 0, , easy
42, 244, 1, , easy
42, 245, 2, , easy
42, 246, 3, , easy
42, 247, 4, false, easy
42, 248, 0, , easy
42, 249, 1, , easy
42, 250, 2, , easy
42, 251, 3, , easy
42, 252, 4, false, easy
42, 253, 0, , easy
42, 254, 1, , easy
42, 255, 2, , easy
42, 256, 3, , easy
42, 257, 4, false, easy
42, 258, 0, , easy
42, 259, 1, , easy
42, 260, 2, , easy
42, 261, 3, , easy
42, 262, 4, true, easy
42, 263, 0, , easy
42, 264, 1, , easy
42, 265, 2, , easy
42, 266, 3, , easy
42, 267, 4, false, easy
42, 268, 0, , easy
42, 269, 1, , easy
42, 270, 2, , easy
42, 271, 3, , easy
42, 272, 4, true, easy
42, 273, 0, , easy
42, 274, 1, , easy
42, 275, 2, , easy
42, 276, 3, , easy
42, 277, 4, true, easy
42, 278, 0, , hard
42, 279, 1, , hard
42, 280, 2, , hard
42, 281, 3, , hard
42, 282, 4, false, hard
42, 283, 0, , hard
42, 284, 1, , hard
42, 285, 2, , hard
42, 286, 3, , hard
42, 287, 4, false, hard
42, 288, 0, , hard
42, 289, 1, , hard
42, 290, 2, , hard
42, 291, 3, , hard
42, 292, 4, false, hard
42, 293, 0, , hard
42, 294, 1, , hard
42, 295, 2, , hard
42, 296, 3, , hard
42, 297, 4, false, hard
42, 298, 0, , hard
42, 299, 1, , hard
42, 300, 2, , hard
42, 301, 3, , hard
42, 302, 4, false, hard
42, 303, 0, , hard
42, 304, 1, , hard
42, 305, 2, , hard
42, 306, 3, , hard
42, 307, 4, false, hard
42, 308, 0, , hard
42, 309, 1, , hard
42, 310, 2, , hard
42, 311, 3, , hard
42, 312, 4, false, hard
42, 313, 0, , hard
42, 314, 1, , hard
42, 315, 2, , hard
42, 316, 3, , hard
42, 317, 4, false, hard
42, 318, 0, , hard
42, 319, 1, , hard
42, 320, 2, , hard
42, 321, 3, , hard
42, 322, 4, false, hard
42, 323, 0, , hard
42, 324, 1, , hard
42, 325, 2, , hard
42, 326, 3, , hard
42, 327, 4, false, hard
42, 328, 0, , hard
42, 329, 1, , hard
42, 330, 2, , hard
42, 331, 3, , hard
42, 332, 4, false, hard
42, 333, 0, , hard
42, 334, 1, , hard
42, 335, 2, , hard
42, 336, 3, , hard
42, 337, 4, false, hard
42, 338, 0, , hard
42, 339, 1, , hard
42, 340, 2, , hard
42, 341, 3, , hard
42, 342, 4, false, hard
42, 343, 0, , hard
42, 344, 1, , hard
42, 345, 2, , hard
42, 346, 3, , hard
42, 347, 4, false, hard
42, 348, 0, , hard
42, 349, 1, , hard
42, 350, 2, , hard
42, 351, 3, , hard
42, 352, 4, false, hard
43, 28, 0, , easy
43, 29, 1, , easy
43, 30, 2, , easy
43, 31, 3, , easy
43, 32, 4, false, easy
43, 33, 0, , easy
43, 34, 1, , easy
43, 35, 2, , easy
43, 36, 3, , easy
43, 37, 4, false, easy
43, 38, 0, , easy
43, 39, 1, , easy
43, 40, 2, , easy
43, 41, 3, , easy
43, 42, 4, true, easy
43, 43, 0, , easy
43, 44, 1, , easy
43, 45, 2, , easy
43, 46, 3, , easy
43, 47, 4, true, easy
43, 48, 0, , easy
43, 49, 1, , easy
43, 50, 2, , easy
43, 51, 3, , easy
43, 52, 4, true, easy
43, 53, 0, , easy
43, 54, 1, , easy
43, 55, 2, , easy
43, 56, 3, , easy
43, 57, 4, false, easy
43, 58, 0, , easy
43, 59, 1, , easy
43, 60, 2, , easy
43, 61, 3, , easy
43, 62, 4, true, easy
43, 63, 0, , easy
43, 64, 1, , easy
43, 65, 2, , easy
43, 66, 3, , easy
43, 67, 4, false, easy
43, 68, 0, , easy
43, 69, 1, , easy
43, 70, 2, , easy
43, 71, 3, , easy
43, 72, 4, false, easy
43, 73, 0, , easy
43, 74, 1, , easy
43, 75, 2, , easy
43, 76, 3, , easy
43, 77, 4, true, easy
43, 78, 0, , easy
43, 79, 1, , easy
43, 80, 2, , easy
43, 81, 3, , easy
43, 82, 4, false, easy
43, 83, 0, , easy
43, 84, 1, , easy
43, 85, 2, , easy
43, 86, 3, , easy
43, 87, 4, false, easy
43, 88, 0, , easy
43, 89, 1, , easy
43, 90, 2, , easy
43, 91, 3, , easy
43, 92, 4, false, easy
43, 93, 0, , easy
43, 94, 1, , easy
43, 95, 2, , easy
43, 96, 3, , easy
43, 97, 4, true, easy
43, 98, 0, , easy
43, 99, 1, , easy
43, 100, 2, , easy
43, 101, 3, , easy
43, 102, 4, false, easy
43, 103, 0, , hard
43, 104, 1, , hard
43, 105, 2, , hard
43, 106, 3, , hard
43, 107, 4, false, hard
43, 108, 0, , hard
43, 109, 1, , hard
43, 110, 2, , hard
43, 111, 3, , hard
43, 112, 4, false, hard
43, 113, 0, , hard
43, 114, 1, , hard
43, 115, 2, , hard
43, 116, 3, , hard
43, 117, 4, true, hard
43, 118, 0, , hard
43, 119, 1, , hard
43, 120, 2, , hard
43, 121, 3, , hard
43, 122, 4, false, hard
43, 123, 0, , hard
43, 124, 1, , hard
43, 125, 2, , hard
43, 126, 3, , hard
43, 127, 4, false, hard
43, 128, 0, , hard
43, 129, 1, , hard
43, 130, 2, , hard
43, 131, 3, , hard
43, 132, 4, false, hard
43, 133, 0, , hard
43, 134, 1, , hard
43, 135, 2, , hard
43, 136, 3, , hard
43, 137, 4, false, hard
43, 138, 0, , hard
43, 139, 1, , hard
43, 140, 2, , hard
43, 141, 3, , hard
43, 142, 4, false, hard
43, 143, 0, , hard
43, 144, 1, , hard
43, 145, 2, , hard
43, 146, 3, , hard
43, 147, 4, true, hard
43, 148, 0, , hard
43, 149, 1, , hard
43, 150, 2, , hard
43, 151, 3, , hard
43, 152, 4, false, hard
43, 153, 0, , hard
43, 154, 1, , hard
43, 155, 2, , hard
43, 156, 3, , hard
43, 157, 4, false, hard
43, 158, 0, , hard
43, 159, 1, , hard
43, 160, 2, , hard
43, 161, 3, , hard
43, 162, 4, false, hard
43, 163, 0, , hard
43, 164, 1, , hard
43, 165, 2, , hard
43, 166, 3, , hard
43, 167, 4, false, hard
43, 168, 0, , hard
43, 169, 1, , hard
43, 170, 2, , hard
43, 171, 3, , hard
43, 172, 4, false, hard
43, 173, 0, , hard
43, 174, 1, , hard
43, 175, 2, , hard
43, 176, 3, , hard
43, 177, 4, false, hard
44, 203, 0, , easy
44, 204, 1, , easy
44, 205, 2, , easy
44, 206, 3, , easy
44, 207, 4, false, easy
44, 208, 0, , easy
44, 209, 1, , easy
44, 210, 2, , easy
44, 211, 3, , easy
44, 212, 4, true, easy
44, 213, 0, , easy
44, 214, 1, , easy
44, 215, 2, , easy
44, 216, 3, , easy
44, 217, 4, true, easy
44, 218, 0, , easy
44, 219, 1, , easy
44, 220, 2, , easy
44, 221, 3, , easy
44, 222, 4, true, easy
44, 223, 0, , easy
44, 224, 1, , easy
44, 225, 2, , easy
44, 226, 3, , easy
44, 227, 4, true, easy
44, 228, 0, , easy
44, 229, 1, , easy
44, 230, 2, , easy
44, 231, 3, , easy
44, 232, 4, false, easy
44, 233, 0, , easy
44, 234, 1, , easy
44, 235, 2, , easy
44, 236, 3, , easy
44, 237, 4, false, easy
44, 238, 0, , easy
44, 239, 1, , easy
44, 240, 2, , easy
44, 241, 3, , easy
44, 242, 4, false, easy
44, 243, 0, , easy
44, 244, 1, , easy
44, 245, 2, , easy
44, 246, 3, , easy
44, 247, 4, false, easy
44, 248, 0, , easy
44, 249, 1, , easy
44, 250, 2, , easy
44, 251, 3, , easy
44, 252, 4, true, easy
44, 253, 0, , easy
44, 254, 1, , easy
44, 255, 2, , easy
44, 256, 3, , easy
44, 257, 4, true, easy
44, 258, 0, , easy
44, 259, 1, , easy
44, 260, 2, , easy
44, 261, 3, , easy
44, 262, 4, false, easy
44, 263, 0, , easy
44, 264, 1, , easy
44, 265, 2, , easy
44, 266, 3, , easy
44, 267, 4, false, easy
44, 268, 0, , easy
44, 269, 1, , easy
44, 270, 2, , easy
44, 271, 3, , easy
44, 272, 4, true, easy
44, 273, 0, , easy
44, 274, 1, , easy
44, 275, 2, , easy
44, 276, 3, , easy
44, 277, 4, false, easy
44, 278, 0, , hard
44, 279, 1, , hard
44, 280, 2, , hard
44, 281, 3, , hard
44, 282, 4, false, hard
44, 283, 0, , hard
44, 284, 1, , hard
44, 285, 2, , hard
44, 286, 3, , hard
44, 287, 4, false, hard
44, 288, 0, , hard
44, 289, 1, , hard
44, 290, 2, , hard
44, 291, 3, , hard
44, 292, 4, false, hard
44, 293, 0, , hard
44, 294, 1, , hard
44, 295, 2, , hard
44, 296, 3, , hard
44, 297, 4, false, hard
44, 298, 0, , hard
44, 299, 1, , hard
44, 300, 2, , hard
44, 301, 3, , hard
44, 302, 4, false, hard
44, 303, 0, , hard
44, 304, 1, , hard
44, 305, 2, , hard
44, 306, 3, , hard
44, 307, 4, false, hard
44, 308, 0, , hard
44, 309, 1, , hard
44, 310, 2, , hard
44, 311, 3, , hard
44, 312, 4, false, hard
44, 313, 0, , hard
44, 314, 1, , hard
44, 315, 2, , hard
44, 316, 3, , hard
44, 317, 4, false, hard
44, 318, 0, , hard
44, 319, 1, , hard
44, 320, 2, , hard
44, 321, 3, , hard
44, 322, 4, false, hard
44, 323, 0, , hard
44, 324, 1, , hard
44, 325, 2, , hard
44, 326, 3, , hard
44, 327, 4, false, hard
44, 328, 0, , hard
44, 329, 1, , hard
44, 330, 2, , hard
44, 331, 3, , hard
44, 332, 4, false, hard
44, 333, 0, , hard
44, 334, 1, , hard
44, 335, 2, , hard
44, 336, 3, , hard
44, 337, 4, false, hard
44, 338, 0, , hard
44, 339, 1, , hard
44, 340, 2, , hard
44, 341, 3, , hard
44, 342, 4, false, hard
44, 343, 0, , hard
44, 344, 1, , hard
44, 345, 2, , hard
44, 346, 3, , hard
44, 347, 4, false, hard
44, 348, 0, , hard
44, 349, 1, , hard
44, 350, 2, , hard
44, 351, 3, , hard
44, 352, 4, false, hard
45, 28, 0, , easy
45, 29, 1, , easy
45, 30, 2, , easy
45, 31, 3, , easy
45, 32, 4, false, easy
45, 33, 0, , easy
45, 34, 1, , easy
45, 35, 2, , easy
45, 36, 3, , easy
45, 37, 4, false, easy
45, 38, 0, , easy
45, 39, 1, , easy
45, 40, 2, , easy
45, 41, 3, , easy
45, 42, 4, false, easy
45, 43, 0, , easy
45, 44, 1, , easy
45, 45, 2, , easy
45, 46, 3, , easy
45, 47, 4, true, easy
45, 48, 0, , easy
45, 49, 1, , easy
45, 50, 2, , easy
45, 51, 3, , easy
45, 52, 4, true, easy
45, 53, 0, , easy
45, 54, 1, , easy
45, 55, 2, , easy
45, 56, 3, , easy
45, 57, 4, false, easy
45, 58, 0, , easy
45, 59, 1, , easy
45, 60, 2, , easy
45, 61, 3, , easy
45, 62, 4, false, easy
45, 63, 0, , easy
45, 64, 1, , easy
45, 65, 2, , easy
45, 66, 3, , easy
